channelId,title,channelDescription,viewCount,subscriberCount,videoCount,error
UCJTaTmZb1GhbemQOsyCKWgg,BTS_MUSIC,,4816064,11300,100,0
UCPKxWCAT-ukkKS07fcUFgKQ,KennyRogersVEVO,,298347028,23200,48,0
UCJOlkMj1WAng9EQKLliY9HA,80s Music Forever 2022,"Kenny Rogers Full Movies in HD, Wild Horses Full Movie in HD 1985 , Coward Of The County Full Movie in HD 1981, Kenny Rogers Greatest Hits, COWARD OF THE COUNTY, Kenny Rogers 24 Greatest Love Songs, Movies in HD, Movies, Movie, Videos, Video, Music, Music Video, Music Country, Old American Country Music, Ballads, American Ballads, Rock Ballads, Soft Country,
Phil Collins Movie Buster, Kenny Rogers Coward Of The County Official Music Video, Kenny Rogers Coward Of The County video, horse movie, kenny rogers movies complete, rick springfield love someone, kenny rogers videos, rick springfield, when you love someone kenny rogers, phil collins buster, coward of the county movie, coward of the county - dickie rock, 80s Music Forever 2022,





80s Music Forever 2022, 

",704961,2830,38,0
UCMrE_Rz8pDc5sbzOIQA5bCQ,Robin Francis,"www.facebook.com/robincf
If you enjoyed my channel and decide to tip in crypto. I thank you. 

Bitcoin wallet:
bc1qvxdkc78aygjupan28av2mfy0altuffy5qdsev6

Dode wallet:
DENYeYuGSE8WvWwXnQh1DTocjFgfs1qFmN

Ethereum wallet:
0x1f02407d38848Be26aAaEe23a7E61C9279BC7e43

",110806891,161000,185,0
UC9Xcr0u2fDr4E1DFun_8N4Q,Michael Tee,,467679,1790,7,0
UCyBKR84q8wnQwqTf90zDbIw,MsTaurusLady,,33818321,35900,38,0
UCBDQ2GY5_a5KyACUoQhRcZw,TheSolo4you,,28567767,65600,54,0
UCpt6OaDIQ8YEXXF0Hl2v6VA,Miguel Bosé,Canal Oficial de Miguel Bosé,1220134333,1040000,165,0
UCvmtg1J8hG5_n0ds5F7wqcg,Miguel Bosé - Topic,,204899095,54100,1023,0
UCkYxBbUhd_auYtXZc0jWnyw,MAURIFER325,,35627025,46300,57,0
UCD7az0lWDtKSc8QIKFOnFRA,ErosRamazzottiVEVO,"Eros Ramazzotti su Vevo – Video Musicali Ufficiali, Lyric Video, Live Performance, Interviste e tanto altro…",1715912788,643000,69,0
UC-6TzsYLnG8R-K-r-rVaaeA,ErosRamazzotti,EROS RAMAZZOTTI official: YouTube.com/ErosRamazzotti,2456313997,2590000,55,0
UClY_KPPyTBa5l_zW7DKDwng,fenixck7,,13308017,12900,51,0
UCXQ1FkjNI-0Gq0NmioweMdg,antonello fedele,,114973057,142000,345,0
UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny,"Bienvenid@s al canal oficial de YouTube de Bad Bunny.
¡Encuentra todos los videos musicales y audios oficiales de Bad Bunny para todos sus álbumes, incluyendo Un Verano Sin Ti, El Último Tour del Mundo, YHLQMDLG, X 100PRE, Las Que No Iban a Salir y más!
",32613420646,47200000,153,0
UCRHZrsFKNop3EHMoWkgdccg,FeidVEVO,"Feid on Vevo - Official Music Videos, Live Performances, Interviews and more...",4579612868,213000,130,0
UCo2OrUbwS6Ntf8ceqRbJ2bQ,We Love Asere,"Canal oficial de We Love Asere la compañía que Juan Magan dirige desde 2007 creadora del estilo musical Electo Latino. 

La compañía independiente que fabrica más exitos desde España para el mundo entero. 

Marcamos la tendencia a seguir.

Envía tu demo a nuestra web.",199165132,201000,191,0
UCFxNDh_PlaJAqOn5ibfjaKQ,AndyRiveraVEVO,,282359487,3590,16,0
UCGeY1ZJZDgNhV7B9dlZwOxQ,jorge torres,,4598955,4970,9,0
UC73Rz2XUqTynb5plO5g1e_w,Ñejo - Topic,,119192314,125000,194,0
UCv0lXLDjTLk8ZbCTQP3cjEw,Ñejo,"Ñejo El Broko artista Urbano Puerto Riqueo Contrataciones: pitokojoel@gmail.com - Whatsapp +573004246965.

Carlos Daniel Crespo Planas, también conocido como Ñejo, nació el 20 de junio de 1975, en Ponce, Puerto Rico. Se interesó por la música desde niño y mostró su talento en diferentes escenarios de la isla. El nombre Ñejo le fue dado por su madre, y ella no revela el significado.

Ñejo fue un dúo con el cantante Dalmata. Su primer disco, ""Broke and Famous"", alcanzó el número 8 en el Billboard Latin Rhythms Albums. Después de separarse de Dalmata, Ñejo lanzó la canción ""No Quiere Novio"", que se convirtió en su primer éxito.

El año 2014, Ñejo lanzó su primer disco solo, ""Yo Soy La Fama"", que incluyó los éxitos ""Mamisonga"" ft. De La Ghetto y ""Hay Party"" ft. Arcangel. Otras canciones famosas que ha lanzado son ""Y Si La Ves"", ""La Groupie"", ""Señal De Vida"" y ""Dile A Tu Amiga"".",1150407968,2630000,146,0
UCB6y3fGQ3CWHF0nkrFAj1bQ,Franco De Vita,,3227455662,2830000,22,0
UCcjqFCDvvX8P0DXrU71OMcg,UrbanOswaldo,,8802467,6850,18,0
UC5KtBmuc481JWemjYC7KPQw,FrancodeVitaVEVO,"Franco De Vita en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",2766715124,1070000,121,0
UCUn76UoZwtfrA-gOUvFFOHg,JPDOC111,,829262,1420,11,0
UCJxUae-awfdrtRPx_-6fOIA,Evenstar - OLDIES,"Music from the 50's to the 80's
Enjoy the Oldies ! =)",34408281,66800,28,0
UCsX0sWXAkpnyv9mRhnl97vQ,Kurt Harmsworth,Hope you like my profile !!!,65991772,42000,46,0
UCrGhWcQFUqVfUt1tkufxn5g,OliviaNewtonJohnVEVO,,79744162,39400,28,0
UCxV3p3NGEeTSL1LlnpBxczQ,forJYRMMM,,29558717,17000,3,0
UCdq_lj5ITbz67U4s52kaRPw,Olivia Newton-John - Topic,"Olivia Newton-John, born in Cambridge, England, was raised in Melbourne, Australia, where her father was a headmaster of Ormond College. She entered show business at the age of 12 and later won a television talent contest, which took her to London, England. In London, she formed a duo and recorded her first single, a version of Bob Dylan's ""'Til You Say You'll Be Mine."" Newton-John became part of Cliff Richard's touring show and made her breakthrough with the single ""If Not for You."" For the next two years, she had success in Britain but failed to make an impact in the US. She then moved to Los Angeles in 1974 and recorded the hit song ""Let Me Be There,"" which won the Grammy Award for Best Country Vocal Performance, Female. Olivia's transformation from a country singer to a pop singer was complete in 1978 when she starred in the movie version of the popular Broadway musical Grease. The movie was a hit and produced three huge hit singles, including ""You're the One That I Want."" Olivia Newton-John skillfully made the transition to popular mainstream soft rock singer and became one of the most successful vocalists of the '70s and '80s. Her sweet voice suited both country-pop and soft rock perfectly, which kept her at the top of the charts until the mid-'80s. Olivia Newton-John's '70s and '80s hits remained soft rock and adult contemporary staples into the '90s and 2000s.",99752725,12300,941,0
UCf0_fhaNe_bSKmm9Vfdl3_A,anmartinc,,48672115,39600,31,0
UCTihaJ8TAm0dCf4MtnchI8g,Ichnos71live,,84313567,68000,32,0
UCahR3Ejd3QSqcq9a5gA_DyA,The Carpenters - Topic,"With a trademark sound highlighted by brother Richard’s multi-layered production and sister Karen’s timeless voice, the Carpenters set a new standard for melodic pop and became the top selling American artists of the 1970s.  With their 1970 chart breakthroughs of ""(They Long To Be) Close to You"" and ""We've Only Just Begun,"" Richard and Karen Carpenter set a new standard for melodic pop that has never been surpassed. With over 100 million in sales, the Carpenters are among the all-time most successful artists in recording history. The long hit list also includes ""Rainy Days And Mondays,"" ""Top of the World,"" ""Yesterday Once More"" and ""Superstar.""  On the heels of RPO successes with Elvis Presley, Aretha Franklin, Roy Orbison and The Beach Boys, Carpenters With The Royal Philharmonic Orchestra marks the first time the series has the actual artist playing key roles in the recording process. Richard Carpenter served as the album's producer, arranger and conductor.  ""I think that's what makes it very special: the fact that it's his music and he knows it and that he was there from the start,"" says Royal Philharmonic orchestral manager Ian Maclay. ""It's not somebody else interpreting, which is what normally happens.""  The fusion of Richard's production genius, the duo's harmonies and Karen's immortal vocals make Carpenters both endearing and enduring.",216640455,14900,1183,0
UCTSBvi-5N5RvlABodpkqZbg,Billy Rees,,55908009,89600,257,0
UCw4catV027vVk7dOJFBG18Q,DAT HG,Hello World!,1877367,1050,3,0
UCtmhU7ai902OudIZQmIhwAQ,NedNickerson2010,,99824551,109000,232,0
UCR9c7nviRVuKfdxY_KqwFqA,n1in1million,,5698952,6950,9,0
UCAeWI0dsixQHpntpSnx_swg,Chicpizz209,,41629009,25000,54,0
UCiFAhCUJxIyx45z_Vcau31w,My favorite world POPs,,46941297,62900,103,0
UCm0cXrAO03oh1xZ2hfXrhdQ,CarpentersVEVO,,146373708,85700,9,0
UCN9Y_N7yRxFf6OSF9_KUzgQ,ryanche33,,62281898,38900,9,0
UC9M__egTv6za_1jLf5JP2Kw,LeoDanVEVO,,2358555418,98800,326,0
UC6cqZfgydy6Dkywdb5MCIcw,armxndo,"No había un canal con la música que quería, así que lo hice yo 🌈",2088235412,1570000,444,0
UCiAOhN98dWKrKvhlEIBjGxQ,Yusefsaleh Yusefsaleh CANAL ROMÁNTICO,,3063102,4930,421,0
UC5D-hftrs8cVUeW3we-VHXw,Leo Dan Oficial,"Hola Queridos amigos de YouTube! Soy Leo Dan y este es mi canal oficial! Los invito a suscribirse para ver distintos momentos de mi carrera, notas, actuaciones, material inédito y exclusivo.

Les mando un gran abrazo!",3067203744,2510000,189,0
_,_,_,_,_,_,2
UC6nSHuBeDQEKSg34fqa8X9Q,doogie Five-Four,DOOGIE54,172371123,99700,10816,0
UC34NABURCs3U08Ub-D6jPPw,ProjectPatVEVO,,34521094,41400,9,0
UCK7d1CpeeHHnhL9b_EIJVmw,Kelly K,"(づ｡◕‿‿◕｡)づ・。*。✧・゜゜・。✧。*・゜゜・✧。・­゜゜・。*。・゜*✧
This channel was created to resurrect classic tunes not found on youtube, mostly so I can play them at other people's houses around the world.",13743922,12900,433,0
UCDfdBkK0m12ViuT9DvwnZvA,isaiah rashad,"TDE
",141954150,157000,25,0
UCCLZfZNgKxUQsCbPod7iVpw,EMPIRE,"EMPIRE - Distribution | Recordings | Publishing

Stay connected for the latest music videos powered by EMPIRE!

Follow Us •
http://www.YouTube.com/EMPIRE
http://www.Facebook.com/EMPIRE
http://www.SoundCloud.com/EMPIRE
http://www.Instagram.com/EMPIRE
http://www.Twitter.com/EMPIRE
http://www.EMPI.RE

_",270324422,458000,1017,0
UCIxfSdMq_2GN1jMM_KYjVWA,CsillagRobert,,31118246,52200,37,0
UChgxarBUCnPJV871-46bJ2g,Elvis Presley - Topic,,812145485,70300,98261,0
UCPpvNqI5CcegDio-NilH2Ng,Julian Lloyd Webber - Topic,,2894087,1900,1515,0
UC_nPvGwmhjL1FyyEo5BzALg,ITALIANS DO .IT BETTER,"ITmYOUsic -- Il canale dedicato alla musica Italiana. Iscriviti gratuitamente
ITmYOUsic - It is your channel for all the best Italian Music. Subscribe now.",143026490,174000,10466,0
UC_IfhHMRcg3ZkDZfw3lk9Mw,ChadLawsonVEVO,,3134608,222,85,0
UCGiBylSD_jARWwi0BXfrtnA,Elvis Presley Movie Trailers,,17363988,21100,21,0
UCfhh98CmKOImKUiTs-vGWoA,Royal Philharmonic Orchestra - Topic,"A symphony orchestra on a mission to bring people together through the power of orchestral music, wherever they are and whatever they do.",42902457,2390,25376,0
UCKsfn0hAnSPDiuo6IKd22vQ,irie1948,,68334919,78400,249,0
UCCJ_1t1xHtks-cv1IU6EAWw,FergieVEVO,"Fergie on Vevo - Official Music Videos, Live Performances, Interviews and more...",2010990242,2180000,41,0
UCzTLJn5iDwlrHbT8yOLJp5w,LoveSongToEarthVEVO,,870181,2710,1,0
UCpUZuQ6B9_TXD2FbvFf3RCg,JaRuleVEVO,"Ja Rule on Vevo - Official Music Videos, Live Performances, Interviews and more...",962868724,920000,20,0
UCfskJDaDz3KpDiChJbvWDeQ,azn069,,2740433,1210,67,0
UCzUDOZe5p6k6Ane3_GU_gxw,BlackoutTV,BlackoutTV is a brand new Hip-Hop and R&B channel that brings you back to the golden era of Black Music.,30426949,56500,126,0
UCH9efeJ85HtZyRljdxsWZaw,TOONZ FM-Tee_tow,"Original edits and interviews covering different topics 🎥
""They can steal your recipe but the sauce won't taste the same""
DM for any inquiries through Instagram 📩",222426170,291000,242,0
UCOUqW2QqiOFK9fXA5cAOENA,Canal do Pericão,"Canal do Pericão, o canal oficial do cantor Péricles Faria.

Contato para show:
guilherme.toscano@fariasproducoes.art.br 
",1148925047,2610000,289,0
UCW4Wp5hJIt4q6pRw7grOaQw,pagodepontocom,"Com o intuito de dar visibilidade aos novos artistas que ainda não possuem uma alta audiência em seus próprios canais, será possível fazer o upload de seu conteúdo em nosso canal e atingir milhares de pessoas. Como grande diferencial, teremos programações diárias/semanais inéditas e inovadoras, unindo grandes artistas aos novos, podcasts focados no segmento musical e muito mais.",886011308,1570000,352,0
UCSCB1IQUmNa8Gn5VfSUAUpg,LUDMILLA,"Primeira cantora negra da América Latina a alcançar mais de 1 bilhão de streams somente no Spotify, Ludmilla começou a cantar com 8 anos. Em 2014, emplacou o single ""Sem Querer"" e de lá para cá, lançou 9 álbuns. Como artista multifacetada que é, vem transitando em vários gêneros musicais. Além do
Funk e do Pop que lançaram a cantora no cenário musical, Ludmilla também trabalhou em pararelo os bem-sucedidos projetos ""Lud Session"", que possui mais de 230 milhões de visualizações e o ""Numanice"", que já ultrapassa a marca de um bilhão de streams. Em novembro de 2022, Ludmilla conquistou o Grammy Latino na categoria ""álbum de samba/pagode"", com o álbum ""Numanice #2"", que possui 10 faixas, todas assinadas pela cantora, algumas em parceria e outras sozinha. E em 2023 lançou o álbum ""Vila"", aclamado pela crítica e pelos fãs. Atualmente a artista ultrapassa 2.5 bilhões de streams no Spotify e 4 bilhões de views no Youtube.

✉️ludmilla@publicidadedias.com.br
✉️press@ludmillaoficial.com",4082599148,8720000,249,0
UCbOHUXtKm08A-nx3e6Xuixg,gsantarosaVEVO,"Gilberto Santa Rosa en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",1217465771,312000,270,0
UCN0Ovm0FNrsjlbxgN3aVVJA,AlbitaVEVO,Albita on Vevo - Official music videos and more...,4322374,637,21,0
UCCTs64yAtgvbvySwf18aAIg,Gilberto Santa Rosa,"Gilberto Santa Rosa (aka ""El Caballero de la Salsa"") is one of the most esteemed and tradition-minded soneros to emerge from the 1980s boom; his popularity and acclaim only increased in subsequent decades. His style of salsa isn't easily categorized, for he often changes his approach from one album to the next. His straight-ahead, dance-oriented albums (1991's Perspectiva and 2004's Autentico) as well as his ecclectic ones (1996's Esencia, 1999' Expresion) tend to be his most critically celebrated. ",1636265459,1470000,35,0
UCnrpYJUW8qhtKfkgbINJuiA,Gilberto Santa Rosa - Topic,"Gilberto Santa Rosa (aka ""El Caballero de la Salsa"") is one of the most esteemed and tradition-minded soneros to emerge from the 1980s boom; his popularity and acclaim only increased in subsequent decades. His style of salsa isn't easily categorized, for he often changes his approach from one album to the next. His straight-ahead, dance-oriented albums (1991's Perspectiva and 2004's Autentico) as well as his ecclectic ones (1996's Esencia, 1999' Expresion) tend to be his most critically celebrated.",410449791,11100,757,0
UChgwD09_Z8Ct0YD0WeDtFVA,realflowweb,,26088735,15000,19,0
UClAwmyyLqLfHbTVYwIIwVAw,Jamie Foxx - Topic,,151004858,11700,321,0
UC8M3WivWgoljGSB1MTnx2gA,jamiefoxxVEVO,"Jamie Foxx on Vevo - Official Music Videos, Live Performances, Interviews and more...",370023153,382000,34,0
UCa7MT72OW4JqKp3TEd-WohA,MrHipHopViRuS,,802945,515,26,0
UCAs-iI7gdS5AROj_-BmeFKA,threefabulousgirls,,31285527,22000,65,0
UCANEQy1oqAN61uK4cgryG-w,Delexus London,"hey guys my name is delexus 
 vlogs coming soon 💛  getting everything together 
will be doing tv show reactions , celebrity tea , and mukbangs. Will be doing videos on my journey through this thing called life .
subscribe to me and i wont dissappoint. 
vlogs will be uploaded weekly.",177475,364,29,0
UC9v4vMSdJRND1YGp7-S8dRQ,20th Century Studios India,This is 20th Century Studios India's official channel where you get all the exclusive & latest updates on our Hollywood movies.,585615383,1240000,1187,0
UCPpBsqzPS0Ndsf8wdSEMQEg,Javier San,,116046110,76100,3,0
UCsTl5H5X4SvTUkCCaMbAWyg,Ricardo Montaner,"Ricardo Montaner es uno de los cantautores más reconocidos en todo el mundo de habla hispana. No importa cuan grande o difícil sea el lugar donde se presente, Montaner siempre lo hace con la misma actitud de agradecimiento primero a Dios, el autor y dador de su vida, y segundo a un público que lo ha seguido todos estos años. Por algo se suman en millones sus seguidores, no sólo por su calidad de artista, sino también como persona. 

Los premios y reconocimientos son imparables en su carrera y hoy Montaner posee entre cientos de premios, decenas de discos Multiplatino, Platino y de Oro, por sus cuantiosas ventas de millones de álbumes; varias Gaviota de Oro y Gaviota de Plata del Festival de Viña del Mar en Chile, así como de la Antorcha de Plata, la Antorcha de Oro y la Gaviota. En noviembre de 2016, recibió durante una ceremonia en Las Vegas un Grammy Latino a la Excelencia Musical por su contribución a la música latinoamericana.

Hecho a Mano Music 💿🖐️


",2497216126,4490000,1512,0
UCsCNegLNa15EUQyLarUlGiA,iVektor Ok,,1906775,2450,1009,0
UCFpsOVnTYKWquKILxZwVLsw,RicardoMontanerVEVO,"Ricardo Montaner en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",1978405382,844000,129,0
UCypRipZQkVU_TZYa6WgSMvg,CiaraVEVO,"Ciara on Vevo - Official Music Videos, Live Performances, Interviews and more...",2710645974,2420000,67,0
UClc5Eis2-L2JCcN62jmD21w,Ciara,Beauty Marks Entertainment CEO,3558706077,5720000,214,0
UCK-SnvWoCc4y3zwlCEjJr5w,BIGmembersonly,,1692587,3100,17,0
UCIybLvQYy3iu4CzaCl93fIQ,RaekwonVEVO,,40449287,47800,44,0
UC5xA-S_yp5X9nRWM8d-Iheg,Raekwon - Topic,,61918553,16700,714,0
UCWz_IZRM9aB4oBzeyXeMOsg,GhostfaceKillahVEVO,,32888492,31200,30,0
UCl-wNj8O6kB2oxkwyZ9ZTfg,BoomBap4Life,,14757275,14300,73,0
UCMh30naOxjDTxd6Rigg6JjQ,RascalFlattsVEVO,"Hailed as one of the most influential groups in modern country history, Rascal Flatts are a chart-topping trio created by vocalist Gary LeVox, multi-instrumentalist Jay DeMarcus and guitarist Joe Don Rooney. Since their founding in 2000 and subsequent breakout with the Top 5 hit, “Prayin’ for Daylight,” the band has gone on to infuse country’s traditional mainstream with smooth-pop textures, arena-rocking energy and faithful positivity, impacting countless fans and fellow artists along the way. They’ve racked up 17 Number One hits, over 23.4 million albums sold, 35 million digital downloads, 2.2 billion streams worldwide and 4.4 billion streams solely on Pandora, while also selling over 11 million concert tickets and earning more than 40 trophies from the ACA, ACM, AMA, CMA, People’s Choice and more, making them the most awarded country group of the past decade.",599346607,606000,82,0
UCZTRRmVr52cnt7eHwWsPbBA,Friedje de Jonge Boeree,,25661668,37100,256,0
UCl298kDkGWHc4MTjmSu4BAQ,Tauren Wells,"Believer. Husband to Lorna. Father to Kanaan, Lawson, Navy, and Banner. Cultural architect. Recording artist with Capitol Music x Capitol CMG.

",347857879,895000,118,0
UC7As7TOW0fUHg9HpgTycOSw,ValentinElizaldeVEVO,"Valentín Elizalde en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",1092117465,636000,220,0
UCPrZZQo61fny9qyeXEIJgcA,alan pineda,,4164012,6400,3,0
_,_,_,_,_,_,2
_,_,_,_,_,_,2
UCLpyDLYPCmQYxt_kkU1suhg,Mohammed Rafi - Topic,,295604354,111000,8821,0
UCP6uH_XlsxrXwZQ4DlqbqPg,Shemaroo Filmi Gaane,"Welcome to Shemaroo Filmi Gaane, a treat for every music lover and Bollywood connoisseur! Chart buster songs from super-hit movies like Anand, Don, Bobby, Prem Rog and more. 

Celebrating the Golden Jubilee, Shemaroo Entertainment Ltd is among few entertainment companies that has hallmarked several pioneering efforts with its innovative and out- of-the- box thinking. Founded in 1962, Shemaroo Entertainment Ltd is an established media content house in the country, active in Content Acquisition, Value Addition to Content and Content Distribution with a large content library of over 2900 titles.Shemaroo is engaged in the distribution of content for satellite channels, physical formats and emerging digital technologies like the Mobile, Internet, Broadband, IPTV and DTH among others. With its partnership with the major telecom operators and other digital media platforms, Shemaroo is at the forefront of the digital age. 

SUBSCRIBE now for Old & New Bollywood Songs !!",29556820810,66800000,8588,0
_,_,_,_,_,_,2
UCY0922HCclcjB2orKGOjyxA,bsrizwanreturns,,184145311,524000,225,0
UCEYifT13JwHcJ1NY5qnLlhA,amitava1988,Asha Bhosle,105364954,261000,190,0
UCtjtyBefSoYXR0mktbrxvDA,Juan Lara,,327269592,291000,220,0
UCEWb0ESX7BDBuV1QbEndZAw,Daniel Cota,,5215428,5180,3,0
UCz4lVplbTYF4nfuMszrqYqQ,Antonio Aguilar,"La historia artística de Antonio Aguilar no se compara a ninguna otra. Fue un cantante de voz tan versátil que es considerado uno de los artistas vernáculos mas importantes de México.

Nació el 17 de Mayo de 1919 en Villanueva  Zacatecas, México, y fue bautizado con el nombre de  Pascual Antonio Aguilar Barraza. A principios de los años 40, fue a los Estados Unidos para estudiar canto. En 1950 debutó en la radio XEW, lo que impulsó en gran medida su carrera. Fue a principios de esa década que comenzó a grabar sus primeros temas en Discos Musart, compañía que fue su disquera de toda la vida.

Antonio Aguilar es reconocido como el artista que abrió las puertas de los Estados Unidos y otros países para muchísimos otros mexicanos y latinos que vinieron después de él. Por algo es conocido con toda justicia como “El Charro de México”.
",1426214846,1520000,485,0
UClQat9Kfo93yy8rVUPZEZJQ,jalos012,,128932120,139000,37,0
UC-7Ddl6SSYE_p-cv980P74Q,dhivez1,,76920119,130000,53,0
UCAKOLfu-6FOzH4gZUTzeIAw,macross147,CUALQUIER VIDEO QUE QUIERA Q SE LO PASE CON GUSTO SE LO PASO CHEQUENLOS Y SI QUIEREN UNO Q NO ESTE DIGANME Y LO SUBIRE PELADOS AJAIIIII Y DEJENME SUS COMENTARIOS PARA CUALQUIER COSA Y HAY NOS VEMOS,194981553,211000,124,0
UCFInTT58JuTuzRwNioVdBog,versacetjboy,,69619116,55700,13,0
UCrCzQHlnP6iHB4od8lMcskA,Los Cadetes De Linares,"Los Cadetes De Linares Y Sus Amigos viene siendo el canal hermano de Latin Media Entertainment; en este nuevo canal además de darles a ustedes nuestra audiencia material 100% Original de Los Originales Los Cadetes De Linares, les brindaremos contenido adicional que esperamos sean de su agrado.

Como siempre esperamos contar con su apoyo y por favor apoyen este nuevo proyecto que hacemos con gran cariño y entusiasmo, especialmente para ustedes que nos han seguido por largo tiempo atravez de nuestro canal LME, regalenos un like y suscribanse para nuevas sorpresas que iremos presentando conforme el canal vaya creciendo.

De antemano mil gracias.
",432601245,347000,17612,0
UCHZBtkPbCvoRADSGv400-Ew,DJ Moreno,,492192,816,7,0
UCTH0a06Us9zftEp1Qm1kwgQ,LaredoTV,,105123584,172000,1633,0
UCXcKVByaJPQ2_-OIcYqhPKA,Victor DX,"Queremos Saber Tu Opinión 
Regalanos un Like ala Pagina y Suscribe te
https://www.facebook.com/VictorelDx/

Puedes Preguntar :
Que Vídeos de Tus Películas Favoritas Quieres Ver
Que Nuevas Películas Saldrán 
Que Nuevos Vídeos de Tus Películas Saldrán
Detrás de Camaras y Mucho Mas",569854,2150,21,0
UCTKNOeKXXMh97fQbAXNq61w,videosurbanosrgp,,20726853,20600,34,0
UCHcXi08kXJliOVqqGKTr2qw,Musica para tus oidos M,,415644,760,154,0
UC8aapt3F1YQFzkb_qaHPaLQ,Puros Corridos,Corridos Chingones,5340407,8250,4,0
UCt5VkGGAzaJE9nJvjH4E5Nw,irodriguez2062,,18363027,26900,929,0
UCvYD4mt2SEikFlX0iJmTKvw,Madvillain - Topic,,21841769,47800,64,0
UCwAJ8Ky6a7P_3wYA7Mnxg3A,MF DOOM REMASTERED,"MF DOOM VIDEOS REMASTERED.

LONG TIME FAN.  RIP DOOM. ",961126,6560,41,0
UC9X5ZqJvxxaOxrA-HtwaACQ,SlumVillian,,77980,46,12,0
UCUgsLPWcSVz4s6JM44nyTZA,corridos alterados,Corridos alterados,24023944,39400,6,0
UCtIpKXu4JYUfEVa8YtkTMiw,Chalino Sanchez,"Decidí hacer un canal dedicado a Chalino sanchez y su música para todo el mundo para disfrutar. Quiero que todos sepan que ami no me paga para suvir su musica. Hago esto para compartir su música, así que si te gusta su música suscribasen, y compartan los videos que habrá más por venir. Gracias!",187301575,202000,286,0
UC5Cb_O-y6LGyRw1C-AnVijg,GrupoBryndisVEVO,"Grupo Bryndis en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",1250417450,206000,103,0
UCJl0arcXOVp70K1gAsCVi2g,Eriicka Valencia,"Habra momentos dificiles en tu vida que causarán un impacto. Estos momentos te cambiarán. Permite que te hagan más fuerte, más inteligente, más bondadoso, pero no dejes que te conviertan en alguien que no eres.🤫",92731,212,12,0
UC-wWuanZF-jhtJyr3AQI4kg,FanChiva17,"Canal exclusivo para cualquier genero musical

Derechos Reservados
México D.F
------------------------------------------------------
Exclusive channel for any musical genre

All rights reserved
Mexico City",103693106,86500,242,0
UCHANLYAJGfKalSw-eE09txA,LosInvasoresDeNuVEVO,,18712779,12000,5,0
UCrW5WiDiZgU18g4s7N61Cog,Los Invasores de Nuevo León - Topic,,814714194,446000,3436,0
UCrUaTcdw9MShJyR29bmBQCw,Los Invasores de Nuevo León Oficial,"Los Invasores de Nuevo León es un grupo norteño mexicano fundado en 1980. Se les ha considerado como la más grande escuela de las agrupaciones norteñas modernas y son uno de los grandes referentes de este género musical. Todos sus éxitos se encuentran disponible en Spotify y demás plataformas digitales hasta el día de hoy siendo del agrado del público con temas como ""Laurita Garza"", ""Clave 7"", ""Ni Dada La Quiero"", ""La Costumbre"", ""Bajo Mil Llaves"", ""Que Valor de Mujer"", ""Aguanta Corazón"", ""Mi Casa nueva"", ""La Vieja Banca"" y "" A Mi Que Me Quedo"", por mencionar algunos.
",273698149,314000,202,0
UCEIIrkH4YM2gow5eqBbCurA,Serca Music Oficial,"""Lideres en musica grupera""
                                             
-Suscríbete: http://www.youtube.com/user/SERCAOFICIAL?sub_confirmation=1

-Facebook: https://www.facebook.com/sercamusic

-Twitter: https://twitter.com/sercamusic

___________________________________
-Contrataciones: 

-MONTERREY - 01(81)82206060 
-alberto.juarez@serca.com.mx

-Página web: 
-http://www.serca.com.mx
___________________________________",989354123,1170000,2300,0
UCipHURJsIstbUTwOMY50VcQ,Alfonsin D,,79901,78,14,0
UCqeTO1zQKnWA7XS_CodFafQ,uriel haros,,184458,401,3,0
UCVcCBbb-twX3d0V_9n_rrSA,ppcanales,,214418594,214000,350,0
UCt3Huo7MYmZthrSf_Kpxfjg,4K Tamil Songs,Watch and Enjoy 4K Quality Tamil Songs and Jukebox here,375311778,1220000,2477,0
UCrViF_mWak_p2oyTPjU0OZQ,Varnam TV,"Varnam TV is your one stop destination for wholesome entertainment content. Watch and sing along with your favorite stars of Tamil Cinema. Varnam TV also brings you the stage shows both comedy and musical. Browse through Varnam TV specially curated playlists of video songs, TV shows, etc. 

Subscribe to Varnam TV for exclusive entertaining videos !!!
",20146561,156000,1245,0
UCnFcKIX_ERkiICNtrLYKdJg,Bravo Musik,"This Music Video Channel is Part of Bravo Entertainment Group of Company, All Rights Reserved",833313705,1560000,1852,0
