channelId,title,channelDescription,viewCount,subscriberCount,videoCount,error
UCFXwopEzLxkAkq3ioeNAiUA,Emis Killa - Topic,"Emis Killa, classe 1989, è una delle star del rap italiano. Con il suo primo disco “L’erba cattiva” (2012) conquista il disco di platino e si afferma sulla scena hip hop con numeri sorprendenti. È stato il primo artista italiano a essere stato invitato ai BET HIP HOP AWARDS in USA. Nel 2013 pubblica l’album “Mercurio” che ottiene il 1° posto in classifica con il singolo omonimo e il disco di platino. Nell’estate 2014 realizza la hit “Maracanã” (disco di platino digitale) il cui video è stato il più visto dei 3 mesi estivi. Ha scritto il libro “Bus 323. Viaggio di solo andata”, subito un successo editoriale. Ha condotto Goal Deejay su Sky Sport e gli Mtv Music Awards 2015 a Firenze. Per due anni è stato la voce di One Two One Two con Ensi su Radio Deejay. Emis Killa è stato anche uno dei 4 coach di The Voice of Italy 2016. Nel 2016 Emis Killa è tornato sulle scene musicali con il singolo “CULT”, hit dell’estate certificata disco di platino digitale. A settembre escono “Dal basso” e “Quello di prima”. I brani sono contenuti nel disco “Terza Stagione” (disco d’oro), terzo album di Emis Killa, che ha esordito al 1° posto della classifica dei dischi più venduti in Italia. Al disco seguono i singoli “Parigi” feat. Neffa (disco d’oro digitale) e “Non è facile” feat. Jake La Furia. A marzo 2017 Emis Killa inaugura il nuovo tour con due date a Roma e Milano. A novembre 2017 partono i preparativi per il nuovo album, anticipato dal singolo “Linda”.",122067489,26500,262,0
UC4G1i2ZO5z6p5vBGcHM6PaQ,SHIVA,"SHIVA OFFICIAL YOUTUBE CHANNEL.
Management & Booking : info@shivaofficial.it
Instagram : @fuckshiva
",547295534,992000,73,0
UCk7o8cWqXSmCA4NhgAy29Ow,Emis Killa,Canale Ufficiale Youtube di Emis Killa,714682175,1250000,49,0
UCjCvxPRlNju0PyCQ5kCAqaA,MOSTROVEVO,,2587589,2130,16,0
UCpwRuPk7zO2sWBGzJocXOdg,EmisKillaOnVEVO,"Emis Killa su Vevo – Video Musicali Ufficiali, Lyric Video, Live Performance, Interviste e tanto altro…",391220168,507000,92,0
UCNCKRQdle3gxgJtjz6DQ1sg,Xeulitzy,"Welcome to Xeulitzy!
On this channel, you will find a carefully selected variety of music with lyrics that are in different styles, different language-based.
It is my goal to share the best vibes with you.

Please feel free to subscribe to my channel, it means a lot! :)



",302272112,276000,1517,0
UCyNBlBkQbZEYviljyMQrgkw,GIAIMEVEVO,,20825442,18800,30,0
UC3_Qr2QZav8i6DHad6JXviQ,Journey Forever,,1485390,5440,11,0
UCiAQi7UrcK9FFLZyoBGM6ag,Tanvir Hossain,"Music from multiple genres and Film Scores in a ""Crisp Sharp"" Digital Audio. In this Channel, most of the songs are uploaded after Remastering the audio in order to get the best listening pleasure. You can find your favorite old song here in a crystal clear audio format that you never experience before and which are rarely found nowadays. Dear subscribers, enjoy this Channel and put a like the song you are listening to and comment to share your thoughts. Thank you everyone !!",62687837,233000,555,0
UCs2ZXOepD_o9uWqT1hwoc6w,S Sol,,1894724,1470,46,0
UC_KDJDZ7HIMQheqRvZSCNuA,Estelle,"Listen to Love Like Ours ft. Tarrus Riley https://youtu.be/RP7l6jA9uYw

Visit Estelle's official site at http://www.estelledarlings.com

Follow Estelle on Twitter at http://twitter.com/estelledarlings",276272414,362000,58,0
UCdKS_mDSLUkS6vDK6u1mjOg,Lost Frequencies,"Lost on YouTube? Enjoy these frequencies!

",908006387,1220000,256,0
UCwI6esi48QQDvnvEpnpULlg,KaytranadaVEVO,,65887842,1360,50,0
UC8RZT42py59OEOyDKi53mKw,Estelle - Topic,,6434775,6430,280,0
UCBHWILXpCen_ZVKA7ySuEmA,Steven Universe Music,,358342211,354000,325,0
UCh-4c1ZoBPNP1C8c-7iVvUQ,David Guetta - Topic,,1612494905,187000,1603,0
UC6uSPyg1wNRkjfX3h_n6kyw,D.O.E - Topic,,7963,64,43,0
UCCA1c1OS0Yj0rYsZZwEp6VA,The DCM Group,"Founded in 2010, we specialize in digital assets and content services — from marketing, monetization, management, and more. We empower and educate our partners who have not transitioned into the new digital age and ecosystem.  We provide data driven results and clarity with each action we execute. The education, training and the management on today’s digital platforms and profiles are essential to the productive infrastructure of any company, brand, or asset in today’s climate.

We celebrate and elevate all Content Creators.",589190,1540,164,0
UCF_fDSgPpBQuh1MsUTgIARQ,TheWeekndVEVO,"The Weeknd on Vevo - Official Music Videos, Live Performances, Interviews and more...",18078162147,10400000,193,0
UCneAnaIzzbA9MtT1jP4UkpA,GesaffelsteinChannel,www.gesaffelstein.com,347184648,434000,15,0
UC9EgazNjxm-_3eydGQR45rQ,TikTokTunes,"You want to listen to the latest trending TikTok songs? We got you covered!
On this channel we will feature the most viral Tik Tok music with lyrics.

Subscribe to never miss a new song :)",4112269810,6420000,981,0
UC_PRTMG1ZSzUbvxscWVniug,GaryBarlowVEVO,,224705299,144000,30,0
UCSN8m0p-1RNoNljhNawQRhA,Espinoza PazTV,,2168024667,3380000,360,0
UCTzjm6ggf-7rPAkV9vMur5A,EspinozaPazVEVO,,35085953,145000,18,0
UCD4eRzEPeQBgRLwFtL8ORQQ,Sefo,,1142002274,1190000,28,0
UCpIHbzhK3-sHxuGsahKacNA,Capo TV,CAPO OFFIZIELL!,370389196,564000,123,0
UCZeK8mXLSQV4wJ7IjOfgtwQ,CAPO - Topic,,51290718,1060,117,0
UCV5idYYtgchBZziIv3_LqvA,reyliVEVO,"Reyli Barba en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",694658242,334000,83,0
UCVk903Ollml-lwINrNo6K6w,Reyli Barba,"Reyli Barba es uno de los artistas y compositores de mayor renombre en México.

En 2004 inicia su carrera como solista con el disco Reyli en la Luna. Con esta producción se coloca en los primeros lugares de la radio mexicana con temas como: “Desde que Llegaste”, “Amor del Bueno”, “La Descarada”, “Sé Quién Soy”, “No Era Necesario” y “Al Fin Me Armé de Valor”. Canciones que han sido parte de soundtracks de películas, temas de novelas y reality shows que se han convertido en himnos inolvidables para distintas generaciones. 
 
El 2007 lanza su segundo álbum: Fe. “Pégale a la Pared”, tema principal de esta producción, se vuelve icónico en varios países de América. Una canción milagrosa y atemporal que no conoce fronteras y gracias a la cual Reyli fue invitado de honor en el palacio del Rey y la Reina de Egipto para cantarla.",775093176,753000,101,0
UCOb-mNInzp_hnUHIWx-XccA,Hermes Music Porque Amamos La Música,Dedicated to our love and passion for music,30244025,74600,224,0
UCcPb2U6VW8gEqvCz6uN6ndQ,Irmm Sugar,,156895,159,1,0
UC-KTRBl9_6AX10-Y7IKwKdw,Official Arctic Monkeys,"The new album, 'The Car' out now. 

Tickets for Arctic Monkeys live dates in 2022 and 2023 are on sale now here https://www.arcticmonkeys.com/live 

More from Arctic Monkeys on YouTube: http://smarturl.it/BestOfArcticMonkeys",5096237565,7920000,90,0
UCmgvZnEAR3OCIoiSColVmZQ,ArcticMonkeysVEVO,"Arctic Monkeys – Tranquility Base Hotel & Casino. The new album, out now on Domino Record Co.

Order special edition vinyl & CD: http://smarturl.it/ArcticStore

Further order options: http://smarturl.it/TBHCOrder",454500233,796000,16,0
UC5LsScc3Lf5p3aRb1zjKMdg,Idiographic Pictures,,95622,137,1,0
UCOQPt1i-z57_RPXfE3bP0lA,Dafhine Alves,,73788,77,6,0
UCuJt_oBsyBgq5d8JBJeJ8Vg,Lenn Beauty,,349469916,309000,1,0
UCMIt6mMNxBijFfyYMdaSvzQ,Arcangel Tube,,354502184,444000,68,0
_,_,_,_,_,_,2
UC3I-O6cct7Ipesr2-mON-DA,Polimá Westcoast,"Polimá Westcoast es uno de los destacados exponentes musicales de los últimos años en Chile. De madre chilena y padre angolés su música propone un referente de diversidad racial en la escena musical chilena. Compartir las experiencia negra en Chile lo llena de cariño y energía para crear de manera profunda y compleja. Dentro de sus éxitos la canción ‘My Blood’ (2019) destaca como ejemplo de su experiencia. El año 2018 lanza el albúm ‘No love more bitches’ y ‘Las crónicas de Ngangu I’, luego ‘Equilibrio’ (2020) y se encuentra actualmente trabajando en ‘Las crónicas de Ngangu II’. En paralelo a su música trabaja por apoyar nuevos artistas nacionales con su sello ‘Brokeboyz’ impulsando nuevos espacios creativos.
",652655474,893000,43,0
UCp-OTWGX4eaQiYLDpRj-uvQ,SOLOVIDEOSACHEDE,"CANAL DEDICADO A REMASTERIZAR VÍDEOS CLÁSICOS DE TODOS LOS ESTILOS EN ESPACIAL DE REGGAETON ANTIGUO Y RAP COMERCIAL CHILENO, SI TIENES VÍDEOS ANTIGUOS CLÁSICOS DÉJAME UN MENSAJE EN ALGÚN VÍDEO O AL SIGUIENTE CORREO: videosantiguosyclasicos@gmail.com


▸ DONACIONES PAYPAL 

         • https://www.paypal.com/paypalme/solovideosachede

▸ METAS

         • BEST OF REGGAETON VOL. 1 ( 25 DOLARES ) + 4 DOLARES ENVIO = 29 DOLARES
        
",580583,2480,290,0
UCRp097cJIVS-cQ_GuZWQkJg,De La Ghetto,"De La Ghetto is regarded as one of the music industry’s most iconic singers, composers, and pioneers. The three-time Latin GRAMMY® nominated artist has cemented his status as a global symbol for the Latin culture through a trailblazing career that boasts multiple highly successful albums and mixtapes featuring music’s most recognized and respected musicians. The Puerto Rican-Dominican performer has enjoyed a lengthy career that kicked off in 2004. In the years since, he has gone on to create music that has not only resonated with his fans, but also landed him on some of Billboard’s coveted charts like “Latin Rhythm,” “Latin Albums Sales,” and “Top Latin Albums.” He has succeeded to have 26 of his songs on Billboard’s “Latin Rhythm” list, two of which reached the coveted Top 5. In August 2020, De La Ghetto released his long-awaited studio album “LOS CHULITOS,” as well as three songs, and a remix that has garnered extensive success prior to the release of the album. 
",1432477185,3040000,96,0
UCxnuocYtHU8Sxo14SOOGveg,Sofia Reyes,"Sofia Reyes is a Mexican singer/songwriter who has already been nominated twice to the Latin American Music Awards, MTV Europe Music Awards, Premios Juventud and Latin GRAMMYs, among others. She has amassed nearly 1B views on YouTube and two billion global streams with hits including 1,2,3 with Jason Derulo & De La Ghetto with more than 435M streams and R.I.P featuring Rita Ora and Anitta, with more than 166M streams.

Chosen by Billboard for the ""Next Up New Artists"" program and included in their ""20 Hot Latin Acts in Their 20's"" list, Sofia has performed at different stages such as Los 40 Principales in Spain, headlined the SoFar Sounds concert, Bohemian Rhapsody in Mexico City and Lollapalooza in Argentina. Her recent single is “Echalo Pa’ca” feat. Darell and Lalo Ebratt. She has also collaborated with global artists including Michael Bublé, Anitta, Rita Ora, Thalia, Farina, James Arthur, Jason Derulo, De La Ghetto, Lauv, Piso 21, Abraham Mateo, Jhay Cortez, and many more.  
",1894640050,3530000,159,0
UCb164jMdHd94O34bASFbI3Q,BLESSD EL BENDITO 💙,"Blessd en la industria musical, es el nombre con el que se conoce a Stiven Mesa Londoño un joven talento colombiano que se ha perfilado musicalmente desde muy temprana edad. Criado en la ciudad de Medellin, Blessd ha emprendido una exploración musical haciendo uso de todos los recursos creativos que ha tenido a su disposición. El resultado es un proyecto musical de vanguardia cargado de mucha energía y con un sonido innovador. 
Su proceso con Just One Cliick (su equipo de Management ) lo ha llevado a compartir espacios musicales con artistas tan importantes para la escena del movimiento urbano nacional e internacional como Maluma, Black Eyed Peas, Alexis, Yomo, Nanpa Basico y  trabajar de la mano de los productores referentes como THE RUDE BOYZ, ICON MUSIC, OVY ON THE DRUMS ... Aunque Blessd privilegia su formación y relacionamiento musical actualmente se encuentra trabajando en proyectos que prometen internacionalizar su sonido con todas las credenciales. 


",2210466591,2560000,71,0
UC_fY2k8ohcOjM-FCLRmwnvA,Paky Glory,,267746769,512000,21,0
UCEISQ5RWDY_QZKILV8YWYtw,Paroles Hits,"Ici vous pouvez trouver de nombreuses nouvelles chansons pour vous.
Avec la musique nous créons des paroles pour que vous puissiez suivre et chanter avec là mélodie. nous espérons que vous passerez un super moment avec nos vidéos lyrics !
On espère vraiment que vous nous aider avec un like et partage et un joli commentaire, n'oubliez pas de vous abonner et appuyer sur🔔 pour que vous puissiez être les premiers à voir toutes nous actualités merci ",316121,1360,25,0
UCXYRdIXDdeZIf816EWAr5zQ,Macklemore,"Official Macklemore YouTube Channel
BEN OUT NOW.
",5625023902,9500000,306,0
UCY7sBX18GXc2O_9UvI4GeXQ,Rudimental,"Rudimental's official YouTube channel.

DANCING IS HEALING - Out Now 

Rudimental are a London-based electronic outfit consisting of Piers Aggett, Kesi Dryden and Leon ""Locksmith"" Rolle, renowned for their energetic live shows and high profile collaborations. 

Their catalogue boasts the Mercury Prize nominated and Brit Award winning debut album “Home"", as well as albums ""We The Generation"", ""Toast to Our Differences"" and 2021's ""Ground Control"".

These have spawned hits such as “Feel The Love”, “Not Giving In”, ""Waiting All Night"", “Bloodstream”, ""Never Let You Go"", ""Lay It All On Me"", ""Sun Comes Up"", ""These Days"" and ""Let Me Live"" which has seen them collaborate with a wide range of artists including; Ed Sheeran, James Arthur, Jess Glynne, Macklemore, Anne-Marie, Tom Walker, Rita Ora, John Newman, Foy Vance, Ella Eyre and many others.
",1520943528,1630000,251,0
UCI-FPJbp7a6i1pouTdEdjlA,Alexis 🌟,"""content creator""

A little bit of this, a little bit of that.
 I make videos about music, film, and life.",1755325,6930,340,0
UColJTBTSGqaaZr5NOk5r3Pg,Panic! At The Disco,👁️🌙☀️,2408229393,5020000,220,0
UCc7_woMAIVIW2mAr1rPCsFQ,Paramore,"The official YouTube channel of multi-platinum rock band Paramore. The band consists of lead vocalist Hayley Williams, guitarist Taylor York, and drummer Zac Farro. 
",3607427108,3230000,186,0
UCa5R55NSXiWAZWi9997XYvg,NeYoVEVO,"Ne-Yo on Vevo - Official Music Videos, Live Performances, Interviews and more...",3088984077,2270000,174,0
UC0WP5P-ufpRfjbNrmOWwLBQ,The Weeknd,"Official YouTube channel for The Weeknd.
dawn FM - theweeknd.co/dawnfm",25020540481,33600000,169,0
UCMTPoVoP9wjOXotrlM4oXwQ,GesaffelsteinVEVO,,228095614,960,18,0
UCco-hpF_ahGXGRDb580tSlg,Artur Cudi,NEWEST VIDEOCLIPS AND SONGS,330986,181,3,0
UCknVGYHKyF85eyxAOfMjNJQ,KaycyyPlutoVEVO,,4466393,261,11,0
UCPISG5xpJAND0Rrxp9XkvKg,jam-fly,,199685,120,2,0
UC4zzD6Z4v115gMxxuo3KPcg,ilovemoney1992,,921629,496,19,0
UCW2_ESwKrYgSjqQjrR09n0g,Natanael Cano,Canal Oficial De Natanael Cano,2603221224,3880000,31,0
UCy5QKpDQC-H3z82Bw6EVFfg,JasonAldeanVEVO,,615541071,989000,33,0
UCFkoPRmuxqr37jvGmmpzhzQ,MalumaVEVO,"Maluma en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",19552243025,14000000,200,0
UCe3yZzUwpmy2eKKmF9svX0Q,Jason Derulo,"CONNECT WITH JASON DERULO:‬

‪Instagram - http://www.instagram.com/jasonderulo/ 
TikTok - https://www.tiktok.com/@jasonderulo
‪Facebook - http://facebook.com/jasonderulo 
‪Twitter - http://twitter.com/jasonderulo  
‪Official Website - http://www.jasonderulo.com/",14935795850,23600000,2073,0
UCF9imwPMSGz4Vq1NiTWCC7g,Paramount Pictures,"The official YouTube channel for Paramount Pictures! 
",2449664801,3250000,1772,0
UCehzcXA83b-B4zbjKR_hdHA,Diego Benites,Loading...,16500349,4360,4,0
UCi-kAl0YSpCJOt7Irwylx6A,Adam Levine - Topic,,72916836,100000,78,0
UCkxJ-1uUI4GD7tcFDZ6HIug,Trunx 永遠,"“Never Quitting” 

ネバーギブアップ

勇気 ",77405208,142000,208,0
UCWWeVxWjE0EESAs5vMsy1Zw,1nonly,"i make music:)  
look me up on soundcloud, spotify, apple music, etc ! 
insta: 1nonly",435324240,910000,99,0
UCYQKu9ifsp-e1bPS8XT98Yg,Undefined Media,"Let the world watch. 👁️

Our films are made to be vague. It will be up to the viewer to interpret what the films meaning really is. 
",7304795,11300,25,0
UCkQ62tvPlVVb2WLppjRfPdQ,ＴＲＡＳＨ 新 ドラゴン,"TRASH is a newage cyber collective and community, active in vast areas of the design, music, editing and fashion scene. Creative gang dedicated to push the boundaries of the underground scene and create a community to help aspiring talent grow and prosper.

TRASH is a growing team, community and brand which you can be part of.

Music Submissions can be sent through the following page:
https://www.trash-gang.com/info-contact",2016833389,4990000,1922,0
UCcZgRMGXA0Y20YZiXg8jr9w,lilbubblegum,lilbubblegum official music and videos,191003585,409000,150,0
UC7-W9R7Rb_6gk5zEcgFcdLg,Marracash,"Il canale ufficiale di Marracash.

Segui #Marracash :
Instagram: http://bit.ly/IGmarracash
Facebook: http://bit.ly/FBmarracash
Twitter: http://bit.ly/TWmarracash
Spotify: http://bit.ly/SPmarracash",685062134,789000,83,0
UCzCxi28Mtdc6RiC9birtbWQ,Paky - Topic,,93323639,12600,131,0
UCSmk4l-Z15edN7KVzTPazPA,SferaEbbastaVEVO,"Sfera Ebbasta su Vevo – Video Musicali Ufficiali, Lyric Video, Live Performance, Interviste e tanto altro…",716369737,773000,44,0
UCtjWhhoz5OBFZC_cFuFl98w,Rusher King,"Mi nombre es Thomas Nicolas Tobar. Nací en Santiago del estero, Argentina el 20 de mayo del año 2000.
A los 10 años era fanatico del reggaetón y del hip hop. Siempre quise ser cantante, mi primer acercamiento con la música fue a los 15 años en mi provincia compitiendo en batallas de freestyle, y escribiendo poesía. a los 16 lancé mi primera canción en YouTube, me motivé muchísimo porque había descubierto lo que amaba hacer. Decidí ahorrar dinero durante 1 año para poder comprarme un Home estudio, aprendí viendo y escuchando a producir en fl estudio, al principio producía mis canciones, hoy en día trabajo con los productores más grandes de Argentina, La música es todo en mi vida desde que me levanto hasta que me duermo, y saber qué hay muchas personas que se sienten identificadas conmigo me emociona y me motiva a dar lo mejor de mi. Gracias por tanto amor y por compartir esta carrera conmigo❤️🇦🇷 NOS FUIMOS SIN EQUIPAJE🚀

Representante: Silvia canal @silvitinacanal
 Sc@fiftyone.com.ar",1117752369,2270000,51,0
UCXc3ye1CUoy2roNeZZB_rNA,Dread Mar I - Oficial,"Canal oficial de Dread Mar I en Youtube, donde podrás encontrar contenido exclusivo del artista 
Suscribite y recibe las notificaciones de nuevos videos.",4059150159,5550000,126,0
UCn8NXa_Nj_rCk8XlpQlvNnQ,DreadMarIVEVO,"Dread Mar l en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",2512740027,885000,79,0
UC8eEAt6o2cz8CBiNHnn2I1w,nickinicoleVEVO,,595203121,17300,35,0
UCu7tys5ZI5WybQcNzn-OEmA,No Go,http://www.facebook.com/sefelizquelavidaesunasola,8668504,9420,9,0
UCIVqvhyo8ttjYOmMJuhq_YQ,RADWIMPS,"Vocal / Guitar / Piano
野田洋次郎　Yojiro Noda
Guitar
桑原彰　Akira Kuwahara
Bass
武田祐介　Yusuke Takeda
Drum
山口智史　Satoshi Yamaguchi
",2076870612,2800000,304,0
UCT418-ChE6rgGuQlqzFsKZA,RADWIMPS - Topic,,529600962,16400,611,0
UCdkBf2McE0y_-MOwkEfb5gg,yuratchkaplisetskys,I make anime videos sometimes.,2245544,1870,4,0
UCFWWSqETvq7q-Y3SBmduuTQ,Cosculluela El Principe,"Canal oficial de Cosculluela ""El Principe"" y Rott Boyz Inc. LA MEJOR COMPAÑÍA DEL MUNDO 🌎 #RBI

The official channel for Cosculluela ""El Principe"" and Rott Boyz Inc. THE BEST COMPANY IN THE WORLD 💎 #RBI
",3398719008,7400000,135,0
UCAneZ05ABMOwNFhhRpcsUvw,Carlos,,1165819,2410,6,0
UCPUf1ObdZfwQ4QbBng26JVw,CautyTV,Canal oficial de Cauty. ¡Suscríbete y activa las notificaciones! 🔔,534351165,718000,57,0
UCtvXogmrPwTNXOefkdKXYJg,BryantMyersVEVO,"
Instagram - https://www.instagram.com/bryanttmyers/
Facebook - https://www.facebook.com/OfficialBryantMyers
Twitter - https://twitter.com/bryanttmyers1",246570945,12800,36,0
UC4FCJCkSxa6OAYqTIUZC5Bg,ZacBrownBandVEVO,New album JEKYLL + HYDE available now: http://smarturl.it/ZBBJekHyde,84399529,70200,26,0
UCEnQ70n_hbsUmYXN9R11aSQ,Thiaguinho,"Galera, este é meu canal OFICIAL! Acessem meus vídeos com exclusividade! #VamoQVamo",1771780838,3090000,350,0
UC0KT9PT_FNreiuhhKkSeRIQ,RoleModelTV,"Music-head.

Music is like food - change your diet often.

""I hadn't known there were so many idiots in the world until I started using the Internet""...quote by Stanisław Lem

Thanx for watching.",8841067,7420,58,0
UCMS--2qqdLlCd1CpBnrcClQ,VolbeatVEVO,"Volbeat on Vevo - Official Music Videos, Live Performances, Interviews and more...",561982270,278000,92,0
UCmnNn1RzW_akw6Ybtox2w2A,Steinberg Medias,,22809359,12300,6,0
UCoZH0G7L4L6M3kWyGwjDG9Q,Andreas Kreutz,,49370541,14600,69,0
UC9HH6MEs1k3iuzx61GiUqcg,camilaVEVO,"Camila en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",3105808757,1970000,122,0
UCpcZUOY2H9nIuqRSPOfxiMA,CARMEN JUSTANO,,52,6,1,0
UCwofLqYndkk2PfwzcVCFUvg,818casta,,429559,608,1,0
UCfNRJSZ9FpkYK0ghVHDUuJQ,GenteDeZonaVEVO,"Gente De Zona en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",2960691372,1560000,53,0
UCeKum6mhlVAjUFIW15mVBPg,HBOLatino,"Bienvenido al canal oficial de HBO Latino, donde tendrás la oportunidad de ver avances de nuestras series, películas y shows especiales, además de reportajes exclusivos, entrevistas, lo mejor del deporte y mucho más por HBO Latino. 
Síguenos en nuestras redes sociales:
Facebook: https://www.facebook.com/hbolatino
Twitter: @HBOLatino
Intagram: @HBOLatino",74596362,217000,2902,0
UC8nsu-5uwxEp1LtqNwMMPiw,ADayToRememberVEVO,"A Day To Remember on Vevo - Official Music Videos, Live Performances, Interviews and more...",326412698,512000,39,0
UCLf6T6l0FhZQIt8RLUuzHaQ,LCWalker,Skype- lewis.walker12,2920122,1740,3,0
UCjj9ewTJYkVjuXBVrSlpMug,A Day To Remember,"New single ‘Miracle’ out now.

https://adtr.com/miracle
",565995613,988000,98,0
UCN5dSZVxZtDULZ-ogtbEh4Q,Wale,Official YouTube Channel of Wale,1481022918,2030000,206,0
UCxUaCsvGYgs5T4lZN4WU4XA,TrynaSpark,"Follow me on Tik tok @Trynaspark
My goal is to interpret the images I see when I zone out listening to music. I’m open to ideas always; I hope you guys like the channel.
",239793,552,115,0
UCw-IOvsUQyeqcFXFVI47gQA,1026gHOD,,22975,51,30,0
UCPRTyRhEF22WY8yCJK2GWMg,katie edit,,11073673,7950,23,0
UC2E_VO4h28IAcipUCyFz7Fw,Gym Class Heroes - Topic,,266912599,16000,299,0
UCG36YSLZND14FhpQLVwuoaQ,Nmawa T,,478123,342,4,0
UCrxX8HJPlt8R5aQihK7YAnw,RockDudesCentral,Everything Rock 🤘,830997,1290,18,0
UCjsMiSiGAnpejg2WxV6Y8Wg,FonsecaVEVO,"Fonseca en Vevo – Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos más...",587944058,228000,40,0
UCMQe7lG7W0dFh-0dv2xP3sg,ArevaloVEVO,,41202303,122000,4,0
UCZsed8RT8HlxDcX9-NhlBew,YRF Tamil,,78261006,253000,102,0
UCWy86xaqJanc_yM7ItLfzAw,YRF Telugu,,253866821,611000,90,0
UClT02LgUSnchQbohQtes5Gw,Caralisa,"India's queen of advertising and Bollywood Playback singer.

For Bookings/enquiries contact us on +919820236102

www.caralisamonteiro.com",78914,757,27,0
UCYEK6xds6eo-3tr4xRdflmQ,deadmau5,,810749208,1810000,477,0
UCU94gab_OhTHA8xHP88q9ew,Lorenzo - Topic,,90413309,10500,183,0
UC5BYACI8gIm3wDlVnhKFG5A,SkyrockFM,"Bienvenue sur la page YOUTUBE officielle de la radio SKYROCK 
Retrouve l'ensemble des vidéos Difool, Planète Rap et bien + ! 

Écoute en non-stop ta radio préférée sur le site officiel http://skyrock.fm/ et sur ton application mobile et/ou tablette ⇢ https://skyrock.fm/get-apps

Rendez-vous chaque matin avec Difool, Romano, Cariole, Cédric, Rémi et Samy dans le #MorningDeDifool 6h-9h

Chaque soir également avec Difool, Romano, Marie, Cédric, Karim et Samy dans la #RadioLibreDeDifool 21h-00h 

Avec Fred Musa dans Planète Rap l'émission rap de référence, juste avant 20h, avec tous les soirs des nouveaux lives vidéos ! 

+ toute l'équipe d'animateurs : Mehdi, Mrik, Stéphane, Vincent , Priska, Maxime et Corentin !",3159741111,6140000,9043,0
UCrQjCrWOS63rBxO15TA5CfQ,Lorenzo,"Mon dernier album ""Légende Vivante"" : https://lorenzo.lnk.to/PrecoDeLolo
Montout  dernier concert : https://lorenzo.tix.to/DernierZenithID
Abonne-toi : https://lnk.to/LorenzoYTID

ici pour charboné ce genre de miss tu le c
du sale, du très sale et encore du sale.

Instagram : https://instagram.com/el_larrygarcia 
TikTok : https://www.tiktok.com/@mamene_lorenzo 
Twitter : https://twitter.com/mamene_lorenzo 
Facebook : https://lnk.to/LorenzoFacebookID 
Twitch : https://www.twitch.tv/lorenzoempreurdusale
Snapchat : EmpereurDuSale

Merch et textile de kalité : https://loloetrico.store/
",665287954,2070000,55,0
UCZ_CFTxHGTIy2b_zWWTwjWA,Parole en français,,8345,14,9,0
UCOv8eiyFzbK7eivOdO3aRAw,Bundesamt für Sport BASPO,"Alles über das Bundesamt für Sport BASPO -- Ausbildung, Wissenschaft und Dienstleistungen für den Schweizer Sport

Das Bundesamt für Sport BASPO fördert den Sport und seine Werte - für alle Alters- und Leistungsgruppen, über alle sozialen und kulturellen Grenzen hinweg.
Als Kompetenzzentrum des Bundes für den Schweizer Sport ist es dem Eidg. Departement für Verteidigung, Bevölkerungsschutz und Sport  angegliedert.",2265324,2890,73,0
UCgEHFrjJyE9z2eI050fBbjQ,Kalash Clash VEVO,Abonner vous a note chaine pour plus de musique,612178,1280,35,0
UCInJpAnHV1zFYFT6q1PjcGQ,TheRonettesVEVO,,49016928,800,13,0
UCOf3ev0Oqdm4YfdPjlZJG-w,AnimalMySoul,"Gobsmacked to come back to this Youtube account to find over 2 million views on my videos overall and over a thousand subscribers. Thanks alot!

Please have a gander on my artist pages: 
https://www.facebook.com/conniegordonmalvern/
https://www.youtube.com/channel/UCdUswXPq03yog7QFnMFx3uw

So much new music on the way,..listen out!",7301541,8430,84,0
UCH2uCzGc06oliguRavam5AA,PhilSpectorVEVO,,5055323,24000,16,0
UCrVxwW_w5lBrIeLZCzeI4Ig,Nicholas Kriisa,,861999,558,21,0
UC8rjPUgIbzN1XkGvk4U6g1Q,boopkid,,30682872,23400,33,0
UCp-6Pb2rinuSUaoNRLIJaWw,TheKooksVEVO,"The Kooks on Vevo - Official Music Videos, Live Performances, Interviews and more...

Order the new album Let’s Go Sunshine:
Pledge Music: https://thekooks.lnk.to/letsgosunshineYD
iTunes: https://thekooks.lnk.to/letsgosunshineYD/itunes

 
Follow The Kooks:
Website: https://thekooks.lnk.to/website
Facebook: https://thekooks.lnk.to/Facebook
Instagram: https://thekooks.lnk.to/instagram
Twitter: https://thekooks.lnk.to/twitter
YouTube: https://thekooks.lnk.to/yt",368053157,322000,52,0
UCVnzbcX5a-xKeWfqfZ-q3-w,The Kooks - Topic,,61665312,7590,848,0
UCOTK0KXdXqGeFAOvEvPzSiA,LOSANGELENA,I MAKE ART VIDEOS. VISUALS ORIGINALLY UNCONNECTED TO AUDIO OF MY CHOICE. COMPLETELY ART RELATED AND JUST FOR FUN.,1845698,1510,117,0
